City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
219,Kailua,US,21.4022,-157.7394,84.18,77,40,10.36,light rain
220,Aksu,CN,41.1231,80.2644,98.26,13,0,5.28,clear sky
221,Khor,RU,47.8861,134.9464,95.23,39,99,9.69,overcast clouds
222,Bouna,CI,9.2667,-3.0,71.74,88,74,6.64,broken clouds
223,Gimbi,ET,9.1667,35.8333,53.15,99,100,2.48,heavy intensity rain
224,Saurimo,AO,-9.6608,20.3916,57.47,45,93,8.19,overcast clouds
225,Atbasar,KZ,51.8,68.3333,69.58,47,12,12.19,few clouds
226,Terrace Bay,CA,48.7834,-87.1,58.62,77,44,6.17,scattered clouds
227,Omboue,GA,-1.5746,9.2618,72.09,86,75,2.89,broken clouds
228,Olafsvik,IS,64.8945,-23.7142,49.33,82,81,13.02,moderate rain
229,Roald,NO,62.5833,6.1333,67.08,100,98,10.36,fog
230,Nakamura,JP,32.9833,132.9333,84.56,65,28,5.93,scattered clouds
231,Pevek,RU,69.7008,170.3133,35.62,91,47,12.97,scattered clouds
232,Mabay,PH,6.0577,124.4666,86.97,63,55,5.95,broken clouds
233,Vao,NC,-22.6667,167.4833,70.03,61,81,16.58,broken clouds
234,Arcachon,FR,44.5875,-1.0519,62.92,100,90,0.0,overcast clouds
235,Dejen,ET,10.1667,38.1333,52.99,96,100,2.33,moderate rain
236,Gaogou,CN,34.0175,119.1886,79.63,90,100,15.3,light rain
237,Zabaykalsk,RU,49.6333,117.3167,70.07,60,76,8.23,broken clouds
238,Flin Flon,CA,54.7682,-101.865,53.06,71,58,0.45,broken clouds
239,Rio Gallegos,AR,-51.6226,-69.2181,32.05,93,0,13.8,clear sky
240,Aquin,HT,18.2833,-73.4,78.26,83,91,5.37,overcast clouds
241,Palm City,US,27.1678,-80.2662,82.45,86,40,4.61,scattered clouds
242,Kununurra,AU,-15.7667,128.7333,91.38,24,81,8.05,broken clouds
243,Conway,US,35.0887,-92.4421,79.09,97,90,0.0,overcast clouds
244,Port-Cartier,CA,50.0334,-66.8654,61.02,98,100,2.59,overcast clouds
245,Kharp,RU,66.8014,65.8081,54.97,51,73,8.72,broken clouds
246,Newport,GB,51.5877,-2.9984,62.82,90,18,2.17,few clouds
247,Jimenez,MX,28.3333,-105.4,82.98,37,99,6.44,overcast clouds
248,Matara,LK,5.9485,80.5353,84.0,75,55,15.12,broken clouds
249,Bethel,US,41.3712,-73.414,72.77,92,0,2.75,clear sky
250,Gizo,SB,-8.103,156.8419,83.88,69,6,3.67,light rain
251,Vuktyl,RU,63.8567,57.3094,51.66,70,87,9.48,overcast clouds
252,Altay,CN,47.8667,88.1167,84.87,31,21,6.04,few clouds
253,Wanaka,NZ,-44.7,169.15,47.1,99,100,1.01,overcast clouds
254,Viransehir,TR,37.2353,39.7631,96.44,15,0,9.26,clear sky
255,Santa Cruz,BO,-17.8,-63.1667,71.06,83,40,14.97,scattered clouds
256,Ixtapa,MX,20.7,-105.2,79.23,91,71,2.24,broken clouds
257,Merauke,ID,-8.4667,140.3333,82.4,64,95,11.1,overcast clouds
258,Hami,CN,42.8,93.45,97.23,10,8,7.09,clear sky
259,Antalaha,MG,-14.9003,50.2788,73.04,71,67,12.46,light rain
260,Yatou,CN,37.15,122.3833,85.71,61,83,11.54,broken clouds
261,Baykit,RU,61.67,96.37,89.33,29,49,8.95,scattered clouds
262,Beloha,MG,-25.1667,45.05,64.18,70,3,16.91,light rain
263,Pathein,MM,16.7833,94.7333,79.34,89,100,14.92,heavy intensity rain
264,Tura,IN,25.5198,90.2201,84.42,78,100,5.06,overcast clouds
265,Chandbali,IN,20.7833,86.7667,93.0,50,100,15.73,light rain
266,Svetlyy,RU,54.675,20.1347,69.85,67,92,9.28,overcast clouds
267,Sibu,MY,2.3,111.8167,93.51,59,40,1.14,scattered clouds
268,Maloy,NO,61.9353,5.1136,69.64,86,100,5.5,overcast clouds
269,Makokou,GA,0.5738,12.8642,69.24,90,100,3.31,overcast clouds
270,Mahebourg,MU,-20.4081,57.7,74.25,64,40,14.97,scattered clouds
271,Vilhena,BR,-12.7406,-60.1458,67.37,57,16,2.89,few clouds
272,Baherden,TM,38.4362,57.4316,97.07,33,0,15.9,clear sky
273,Huron,US,41.1501,-82.5499,71.73,95,97,3.53,overcast clouds
274,Quatre Cocos,MU,-20.2078,57.7625,74.08,66,23,13.94,few clouds
275,Goderich,CA,43.7501,-81.7165,65.91,88,0,4.61,clear sky
276,San Lorenzo,PY,-25.3333,-57.5333,76.59,53,0,10.0,clear sky
277,Yangmei,CN,24.1023,112.5618,88.56,58,54,1.79,broken clouds
278,Aswan,EG,24.0934,32.907,83.5,30,0,6.91,clear sky
279,Noumea,NC,-22.2763,166.4572,73.38,60,98,8.03,overcast clouds
280,Necochea,AR,-38.5473,-58.7368,45.81,85,2,11.25,clear sky
281,Hamilton,US,39.1834,-84.5333,76.71,91,20,0.0,few clouds
282,Ogaminana,NG,7.5946,6.2248,69.85,92,80,4.97,broken clouds
283,Bogotol,RU,56.2078,89.5342,75.09,74,100,4.74,moderate rain
284,Tsogni,GA,-2.7942,10.0988,69.22,92,60,1.48,broken clouds
285,Reconquista,AR,-29.15,-59.65,58.08,91,100,9.26,overcast clouds
286,Luderitz,NA,-26.6481,15.1594,64.78,33,82,13.49,broken clouds
287,Labuhan,ID,-6.8844,112.2051,87.69,49,2,8.95,clear sky
288,Iqaluit,CA,63.7506,-68.5145,46.13,93,40,8.01,scattered clouds
289,Harlingen,US,26.1906,-97.6961,81.99,97,1,4.61,clear sky
290,Atar,MR,20.5169,-13.0499,84.56,33,66,3.02,broken clouds
291,Ayaviri,PE,-14.8864,-70.5889,37.51,59,11,1.99,few clouds
292,Tutoia,BR,-2.7619,-42.2744,76.42,85,6,8.34,clear sky
293,Imuris,MX,30.7833,-110.8667,74.93,66,32,4.81,scattered clouds
294,Eyl,SO,7.9803,49.8164,79.68,59,97,26.44,overcast clouds
295,Bressuire,FR,46.9167,-0.5,62.96,94,74,5.28,broken clouds
296,Zastron,ZA,-30.3023,27.084,36.5,35,53,4.54,broken clouds
297,Gorontalo,ID,0.5412,123.0595,86.32,66,54,10.11,broken clouds
298,Aykhal,RU,66.0,111.5,84.51,35,7,12.28,clear sky
299,Sawakin,SD,19.1059,37.3321,94.77,45,82,10.25,broken clouds
300,Iwo,NG,7.6333,4.1833,68.32,96,85,2.71,overcast clouds
301,Claveria,PH,18.6074,121.0832,88.02,68,80,16.35,light rain
302,Onega,RU,63.9061,38.1404,55.69,91,98,7.94,overcast clouds
303,Adrar,MR,20.5022,-10.0711,82.53,36,0,10.13,clear sky
304,Nanortalik,GL,60.1432,-45.2371,44.64,75,97,11.86,overcast clouds
305,Araouane,ML,18.9048,-3.5265,91.96,37,10,13.24,clear sky
306,Mumford,GH,5.2618,-0.759,73.81,85,61,8.79,broken clouds
307,Ferkessedougou,CI,9.6,-5.2,69.98,95,77,5.44,broken clouds
308,Togur,RU,58.3631,82.8265,73.4,79,100,8.32,overcast clouds
309,Asyut,EG,27.181,31.1837,80.78,48,0,8.28,clear sky
