City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
587,Babayurt,RU,43.6002,46.7789,75.94,65,0,6.69,clear sky
588,Qiqihar,CN,47.3408,123.9672,68.79,95,100,5.64,moderate rain
589,Williams Lake,CA,52.1415,-122.1445,65.77,65,75,2.3,broken clouds
590,Songjianghe,CN,42.1859,127.479,88.93,43,26,4.34,scattered clouds
591,Marsa Matruh,EG,31.3525,27.2453,75.81,70,0,7.34,clear sky
592,Luanda,AO,-8.8368,13.2343,68.0,94,40,3.44,scattered clouds
593,Ketchikan,US,55.3422,-131.6461,61.27,72,40,5.75,light rain
594,Takapau,NZ,-40.0333,176.35,53.73,82,100,8.88,light rain
595,Waingapu,ID,-9.6567,120.2641,84.52,50,14,9.26,few clouds
596,Bartica,GY,6.4,-58.6167,75.52,98,100,0.49,overcast clouds
597,Bagdarin,RU,54.4333,113.6,72.5,45,24,3.83,few clouds
598,Gravelbourg,CA,49.8834,-106.5512,71.87,31,13,10.51,few clouds
599,Mareeba,AU,-17.0,145.4333,80.44,53,21,6.76,few clouds
600,Makaryev,RU,57.8797,43.8069,58.15,62,80,4.29,broken clouds
601,Fasa,IR,28.9383,53.6482,76.24,31,0,4.61,clear sky
602,Kihei,US,20.785,-156.4656,84.22,79,40,21.85,light rain
603,Diego De Almagro,CL,-26.3667,-70.05,48.83,67,0,2.26,clear sky
604,Uvalde,US,29.3669,-99.767,85.19,42,1,6.91,clear sky
605,Kazachinskoye,RU,57.6953,93.2761,80.91,42,76,8.32,broken clouds
606,Jumla,NP,29.2747,82.1838,67.24,92,100,2.91,overcast clouds
607,Pandan,PH,14.0453,124.1694,87.51,68,100,11.95,overcast clouds
608,Kuusamo,FI,65.9667,29.1833,57.24,88,20,3.44,few clouds
609,Prachuap Khiri Khan,TH,12.2167,99.75,86.58,56,100,9.82,light rain
610,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,75.79,61,0,8.95,clear sky
611,Magnolia,US,33.2671,-93.2393,83.26,67,70,1.3,broken clouds
612,Jieshi,CN,22.8134,115.8257,90.95,72,80,9.66,broken clouds
613,Zaykovo,RU,57.5613,62.7568,56.5,58,13,7.25,few clouds
614,Adrar,MR,20.5022,-10.0711,87.19,24,0,11.65,clear sky
615,Santa Cruz Cabralia,BR,-16.2781,-39.0247,66.43,100,75,4.61,broken clouds
616,Jalu,LY,29.0331,21.5482,74.86,44,0,8.08,clear sky
617,Kitui,KE,-1.367,38.0106,52.97,90,6,3.27,clear sky
618,Cockburn Town,TC,21.4612,-71.1419,82.38,83,85,17.43,overcast clouds
619,Sahuaripa,MX,29.05,-109.2333,83.41,54,67,2.26,broken clouds
620,Lanigan,CA,51.8501,-105.0344,64.29,62,52,6.8,broken clouds
621,Walvis Bay,NA,-22.9575,14.5053,74.35,27,63,20.71,broken clouds
622,Matagami,CA,49.7502,-77.6328,59.11,94,90,0.0,overcast clouds
623,Faya,SA,18.3851,42.4509,64.51,76,82,6.04,broken clouds
624,Pedernales,DO,18.0384,-71.744,80.1,76,90,4.47,overcast clouds
625,Menongue,AO,-14.6585,17.691,45.97,65,0,5.3,clear sky
626,Esperance,AU,-33.8667,121.9,62.44,67,2,22.73,clear sky
627,Teguldet,RU,57.3064,88.1667,75.88,68,100,1.74,overcast clouds
628,Sterling,US,39.0062,-77.4286,82.6,82,20,3.0,few clouds
629,Kurilsk,RU,45.2333,147.8833,69.39,70,4,5.82,clear sky
